ID,Stadtname,Einwohner,PositionSued,PositionOst,Spieler,SpielerURL,Klan,KlanURL,Holz,Eisen,Sake,Nahrung,Performance
294,Kagushuki,1.105,279,54, Jumbrunja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5835,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,125%,55%,95%,110%,385%
6,Kyoto-West,3.000,123,213, Goldener Sperling,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7685,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,75%,60%,70%,90%,295%
1220,Mizumeya,1.105,240,72, Lo Pan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7658,KUROFUNE,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=807,100%,85%,80%,135%,400%
697,Koigatsu,24,194,174,,,,,110%,95%,105%,110%,420%
1503,Netsuru,1.105,202,108, Abe no Ichikou,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3848,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,85%,130%,105%,105%,425%
1839,Kyugota,26,280,45,,,,,135%,105%,80%,90%,410%
632,Kitamioto,208,202,94,,,,,75%,80%,65%,145%,365%
2012,Hiroasai,1.105,170,159, El Supremo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7511,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,75%,95%,100%,140%,410%
2135,Gifinima,28,131,223, roburggraframir,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6848,,,100%,100%,100%,100%,400%
352,Tokengoyama,959,216,57, Kyoschiro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7695,Kyoschiros Handelsgilde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=813,85%,195%,80%,90%,450%
1006,Sekyahama,26,21,273,,,,,105%,60%,80%,130%,375%
1886,Tokunkoro,25,86,218,,,,,125%,60%,85%,120%,390%
1846,Kyukoa,25,162,217,,,,,125%,70%,75%,105%,375%
519,Kagamoka,24,124,225,,,,,75%,140%,65%,105%,385%
715,Wahikatsu,1.105,218,123, Kontaro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7457,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,70%,205%,70%,85%,430%
1169,Moamama,3.000,76,237, Sukhbataar Nergui,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7509,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,100%,100%,100%,100%,400%
1159,Hyochio,24,270,47,,,,,80%,65%,90%,120%,355%
1755,Seoshoka,21,271,51,,,,,190%,60%,50%,90%,390%
867,Namanohe,1.105,231,59, Admiral Bubakak,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7653,KUROFUNE,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=807,140%,90%,90%,115%,435%
1061,Ishazata-Jo,2.446,214,173, Hirox,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2439,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,105%,160%,85%,95%,445%
1805,Furoi,1.051,198,170, Cao Ying,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7660,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,175%,95%,70%,100%,440%
811,Kumaya,25,202,149,,,,,75%,155%,65%,90%,385%
1491,Siedlung,0,33,268,,,,,100%,95%,70%,95%,360%
1565,Hiroshue,25,227,63,,,,,145%,100%,70%,95%,410%
1831,Gumakonshu,22,180,187,,,,,155%,110%,95%,95%,455%
2128,Ishuriai,28,208,52,,,,,95%,90%,50%,125%,360%
1594,Otamawa,27,162,202,,,,,150%,50%,65%,105%,370%
2018,Toaki,23,233,15,,,,,75%,105%,75%,95%,350%
1466,Shushiba,3.000,217,136, Ignacio de Loyola,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7674,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,150%,120%,85%,110%,465%
1541,Seamema,24,156,207,,,,,75%,60%,100%,135%,370%
1609,Fukuriu,27,189,179,,,,,150%,70%,90%,110%,420%
2197,Kabut,1.105,220,50,,,,,100%,95%,55%,115%,365%
1482,Hamizuhama,23,21,256,,,,,120%,90%,50%,105%,365%
642,Yorita,757,213,148, Momochi Uyeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7663,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,120%,195%,55%,80%,450%
1296,Hiroari,24,202,118,,,,,100%,155%,55%,85%,395%
2154,Osushenohe,26,40,250,,,,,130%,75%,100%,100%,405%
792,Narushihama,23,197,136,,,,,70%,155%,50%,80%,355%
2230,Wao,1.105,182,173, Kakei Juzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7514,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,155%,125%,85%,100%,465%
2050,Tsukuri Zakaya,385,54,228, Toji Yasu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3558,Fushi no Hito,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=809,100%,110%,65%,90%,365%
1547,Tokasoka,27,210,117,,,,,95%,165%,55%,80%,395%
699,fuku2,2.774,213,113, Fukushima Ryoichi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4725,Daibutsu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=817,100%,100%,100%,100%,400%
748,Sagou,21,210,94,,,,,95%,55%,50%,150%,350%
1605,Yamichinohe,103,195,258,,,,,80%,55%,55%,150%,340%
1772,Saizos Dorf,1.105,154,179, Kirigakure Saizo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7461,Kurama,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=820,195%,100%,55%,85%,435%
368,Chiyatsu,25,67,247,,,,,115%,65%,95%,115%,390%
917,Totsundai,24,196,173,,,,,130%,90%,70%,90%,380%
1545,Sanada,3.000,43,234, Takeshi Tse,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6988,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,165%,100%,75%,105%,445%
12,Ichijodani-Jo,3.000,126,195, Kato Danzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7667,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,125%,50%,50%,130%,355%
779,Chimahama,23,206,120,,,,,120%,165%,55%,80%,420%
841,Kumamete,1.105,215,142, Kontaro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7457,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,85%,140%,110%,105%,440%
1434,Hamechioka,1.105,110,233, Myn Bala Ulaanbaatar,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7532,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,135%,50%,70%,135%,390%
755,Hakodate,1.105,197,87, Kabuto Yakushi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6903,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,120%,120%,95%,105%,440%
381,Hondo,1.105,219,141, Takeru no Mikoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2600,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,125%,140%,80%,95%,440%
229,Gumusheyama,25,172,183,,,,,100%,50%,95%,135%,380%
440,Nagoshima,25,130,197,,,,,190%,95%,50%,85%,420%
2131,Kara Masuku,1.053,187,196, Seer,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7717,,,150%,120%,80%,110%,460%
199,Aoshikao,24,248,63,,,,,170%,65%,70%,100%,405%
2204,Buurkh,2.752,140,174, Altan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7481,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,150%,190%,50%,70%,460%
288,Fukoshio,25,229,36,,,,,120%,95%,80%,100%,395%
996,Otariai,158,197,132, Vasco Rodrigues,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7750,,,95%,110%,75%,110%,390%
1150,Totondiku,3.000,196,143, Jimmu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5747,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,175%,105%,90%,95%,465%
253,Nahikaki,25,33,274,,,,,125%,100%,80%,105%,410%
2024,Aomuoka,28,221,117, elawrierandy,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6796,,,100%,100%,100%,100%,400%
974,Sapogota,27,225,20,,,,,130%,60%,110%,130%,430%
527,Kokyaoto,26,140,178,,,,,100%,60%,70%,135%,365%
213,Yoaguyama,27,151,184,,,,,125%,85%,65%,100%,375%
1050,Miendotsu,1.105,92,247, Myn Bala Ulaanbaatar,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7532,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,105%,130%,80%,100%,415%
1876,Wakyuido,25,42,251,,,,,170%,95%,75%,105%,445%
965,Kagushata,25,196,169,,,,,150%,60%,70%,105%,385%
525,Seazanohe,24,211,166,,,,,95%,170%,55%,75%,395%
1960,Narosuawa,31,3,229,,,,,75%,65%,80%,130%,350%
2211,Hosora,1.071,186,206, Asano Katsumoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7692,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,130%,95%,105%,125%,455%
317,Mieriwa,23,240,47,,,,,115%,70%,85%,115%,385%
2174,Kumuhikayama,23,270,45,,,,,70%,75%,105%,130%,380%
2006,Naramoto,27,181,169,,,,,125%,120%,50%,80%,375%
59,Kamakura,1.105,32,261, Minamoto Haruyuki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5667,Kamakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=770,100%,100%,100%,100%,400%
1606,Makyuyama,1.105,239,37, x Umbra,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7642,Fairy Tail,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=794,125%,90%,105%,135%,455%
1000,Aigoma,26,12,262,,,,,100%,50%,65%,155%,370%
758,Hyokoba,1.105,23,249, Jumbrunja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5835,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,140%,70%,95%,95%,400%
217,Aimiru,1.105,31,242, Toji Yasu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3558,Fushi no Hito,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=809,135%,100%,100%,100%,435%
2151,Apfelbaum,1.105,80,215, Sun Wukong,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7683,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,85%,110%,130%,130%,455%
382,Ehikoido,2.147,224,110, Iga Hayato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4312,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,125%,95%,85%,105%,410%
556,Ullunoai,121,178,214,,,,,130%,115%,85%,110%,440%
1040,Kutsuki,25,142,208,,,,,75%,80%,95%,135%,385%
2021,Gazpacho,1.105,151,182, Kirigakure Saizo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7461,Kurama,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=820,140%,95%,65%,110%,410%
929,KONOE SHIDAN,1.105,192,143, Mochizuki Chiyome,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7668,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,75%,120%,55%,120%,370%
2260,Fukoshiba,45,179,219,,,,,75%,120%,55%,90%,340%
995,Nagumima,29,11,253,,,,,120%,90%,85%,105%,400%
361,Hamahama,821,172,186, Lanthir Nanda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7647,Sakurajima Shizoku,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=749,85%,95%,150%,155%,485%
545,Sapishikao,3.000,197,188, Oda Yamata,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5476,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,100%,100%,100%,100%,400%
602,Kyakoka,27,204,144,,,,,50%,165%,55%,75%,345%
2030,H-Naobeya,1.105,66,230, Sukhbataar Nergui,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7509,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,85%,115%,70%,120%,390%
689,Oitamihama,27,229,14,,,,,125%,95%,55%,85%,360%
1208,Okunnki,26,30,247,,,,,160%,50%,85%,120%,415%
717,Kuazaro,1.105,5,222,,,,,100%,90%,55%,130%,375%
421,Kagemero,24,228,130,,,,,75%,210%,75%,85%,445%
1073,Morokabuto,859,38,255, Makkuro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7521,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,180%,100%,60%,85%,425%
466,Kagagonohe,1.105,215,133, Ashikaga Juro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3974,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,150%,185%,50%,75%,460%
1353,Wamoba,24,43,247,,,,,75%,70%,120%,135%,400%
1410,Shizushu,24,206,184,,,,,125%,155%,50%,75%,405%
2247,Ghuna,1.100,182,213, Yuudai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7272,Daibutsu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=817,80%,75%,80%,115%,350%
782,Tengri,1.105,135,187, Sübügätäi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7534,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,145%,55%,95%,135%,430%
925,Saiaganohe,220,245,49, Jun Kaname,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7268,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,140%,130%,70%,85%,425%
512,Miyusho,75,221,96, Mojo Tanaka,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7720,,,95%,90%,50%,115%,350%
1577,Shishikate,1.105,47,246, Takeshi Tse,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6988,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,85%,90%,65%,130%,370%
1272,Tsuaya,1.591,144,187, Lanthir Nanda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7647,Sakurajima Shizoku,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=749,120%,90%,95%,130%,435%
1551,Otazashu,1.105,165,177, Momochi Uyeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7663,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,95%,170%,85%,105%,455%
1787,Yoyoba,963,206,198, Floki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7715,,,100%,155%,80%,105%,440%
1836,Waosata,28,174,205,,,,,100%,80%,50%,90%,320%
1736,Tosao,23,164,183,,,,,70%,160%,80%,105%,415%
1139,Fukuakunra,1.105,50,230, Kato Danzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7667,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,145%,130%,70%,100%,445%
439,Mizukoima,25,243,26,,,,,120%,60%,110%,115%,405%
1229,Homashu,21,199,126,,,,,55%,105%,80%,125%,365%
1655,Chigori,27,284,48,,,,,80%,105%,75%,85%,345%
335,Kukuido,1.014,30,275,,,,,110%,155%,70%,90%,425%
49,Ehiazayama,25,206,80,,,,,120%,125%,55%,90%,390%
1588,Shichima,26,235,65,,,,,115%,75%,95%,125%,410%
379,Niindetsu,1.105,213,123, Kontaro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7457,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,150%,130%,70%,85%,435%
1730,Narusheki,198,133,204, Smoo Thie,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7721,,,100%,100%,100%,100%,400%
1817,Matasute,26,36,270,,,,,100%,95%,85%,110%,390%
1582,Oegaima,25,285,34,,,,,100%,95%,70%,130%,395%
2157,Wakunmaru,24,240,57,,,,,155%,95%,80%,95%,425%
560,Kupoyama,28,29,278, OfficerOcelot,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7548,Kage no Karasu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=767,100%,100%,100%,100%,400%
1391,Mieameya,568,174,181, NetisWolf,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7736,,,100%,100%,100%,100%,400%
1780,Momira,24,209,172,,,,,115%,105%,85%,115%,420%
1507,Tokinyao,29,58,238,,,,,75%,50%,80%,160%,365%
88,Hatchi,2.967,142,185, Sanada Kenji,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7670,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,120%,195%,50%,70%,435%
1492,Sekowa,24,25,254,,,,,95%,140%,70%,80%,385%
1109,Shamoka,26,214,137,,,,,75%,105%,75%,100%,355%
1495,Oslo,1.105,192,196, Floki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7715,,,95%,120%,95%,105%,415%
1153,Niihikatsu,26,223,117,,,,,75%,190%,70%,95%,430%
1519,Utsemiki,579,235,40, x Umbra,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7642,Fairy Tail,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=794,220%,90%,50%,85%,445%
1469,Fukushuba,26,201,74,,,,,160%,70%,95%,100%,425%
25,Ullimiu,24,219,143,,,,,105%,145%,85%,95%,430%
1315,Kuhikaima,29,207,188,,,,,185%,65%,50%,90%,390%
1277,Iwamiya,26,28,270,,,,,130%,65%,105%,125%,425%
664,Sapamoka,25,30,269, Shiroi Kitsune,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4284,IGAs HASSENSHI,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=312,100%,100%,100%,100%,400%
2129,Bungchakba,3.000,97,237, Altan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7481,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,155%,100%,90%,105%,450%
696,Fukuchioka,24,251,74,,,,,85%,110%,75%,90%,360%
1358,Siedlung,2.775,158,194, Nakahattori Isamu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4622,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,150%,60%,100%,135%,445%
1271,Kokoku_Shogen,2.122,190,147, Ashikaga no Shogen,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6387,Shichinin no Roshi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=827,100%,100%,100%,100%,400%
80,Cokunmaima,2.349,219,101, Iga Hayato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4312,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,120%,105%,75%,105%,405%
943,HonshuMokoshu,1.105,127,206, Altan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7481,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,100%,90%,85%,130%,405%
2239,Aigoya,25,33,242,,,,,105%,65%,105%,120%,395%
1141,Togou,1.421,231,43, Yasunari Kyoya,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7495,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,85%,105%,110%,115%,415%
1385,Oseyaki,347,54,225, Bawakawa Zaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7681,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,75%,60%,130%,165%,430%
1955,Hamemushu,26,231,52,,,,,125%,100%,80%,105%,410%
407,Miyyakuyama,1.105,211,159, Sojobo Tengu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7547,Kurama,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=820,120%,120%,80%,100%,420%
935,Furuyama,1.050,255,69,,,,,100%,60%,100%,150%,410%
1670,Nord Shinano,691,40,227, Takeda Nobuyoshi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6643,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,150%,60%,70%,115%,395%
1592,Fukagiwa,140,208,117, Felix,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5301,Uechi Ryu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=679,165%,125%,50%,85%,425%
2069,Saimima,2.019,204,170, Yuudai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7272,Daibutsu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=817,100%,100%,100%,100%,400%
291,Nagizuoka,25,204,153,,,,,140%,70%,85%,110%,405%
2271,Kangowa,198,67,208,,,,,75%,110%,80%,120%,385%
709,Ullochioto,41,213,116, Sterben,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7740,,,100%,100%,100%,100%,400%
1646,Toteshikaya,23,204,190,,,,,165%,105%,55%,85%,410%
1926,Kumuposhu,23,195,195,,,,,125%,60%,100%,125%,410%
2262,Shiakunma,24,182,197,,,,,195%,90%,50%,85%,420%
1721,Aoashita,1.105,172,158, El Supremo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7511,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,85%,70%,110%,145%,410%
616,Aobeyama,23,170,152,,,,,75%,70%,75%,125%,345%
1266,Kawashima,129,202,192,,,,,120%,65%,70%,105%,360%
529,Arietuba,1.105,187,153, Cao Ying,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7660,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,100%,85%,80%,145%,410%
1728,Klan Kurofune,1.105,78,191,,,,,170%,125%,50%,90%,435%
1187,Burakawa,821,98,214, Sübügätäi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7534,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,175%,60%,85%,120%,440%
1002,Fukuobero,25,106,213,,,,,75%,110%,65%,105%,355%
1099,Fupoki,21,29,258,,,,,110%,100%,100%,100%,410%
1211,Hyotsuki,28,209,156,,,,,95%,135%,70%,85%,385%
1769,Homuya,22,231,15,,,,,160%,100%,65%,100%,425%
599,Saisuyama,24,36,280,,,,,160%,50%,85%,120%,415%
220,Kagunoido,25,66,212,,,,,125%,90%,55%,90%,360%
1381,Kitaigama,24,240,29,,,,,130%,125%,70%,95%,420%
85,Bom dia,1.105,201,177, Oda Yamata,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5476,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,175%,130%,70%,85%,460%
34,Takennya,22,199,72,,,,,130%,100%,90%,100%,420%
621,Gifapoata,1.105,194,164, Cao Ying,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7660,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,75%,140%,75%,95%,385%
1108,Neu Burgund,3.000,193,72, Yama,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6270,Portugiesische Handelsmission,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=804,100%,100%,100%,100%,400%
1600,Tokenmete,1.105,162,188, Kirigakure Saizo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7461,Kurama,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=820,150%,120%,65%,95%,430%
